"","campaign_name","ad_name","image_video_and_slideshow","ad_set_name","reach","impressions","result_type","results","amount_spent_usd","starts","ends","link_clicks","cost_per_result","audience","restriction18_39","campaign_theme","version","video_theme"
"90","Giving Guide 2021 - Cause-led","Lookalikes (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021 (1085039132312056)","Lookalikes (Cause-led)",234,249,"Meta Leads",1,14.490714616053,2021-11-30,2021-12-20,3,14.490714616053,"Lookalikes",0,"Cause-led","V1","Poverty"
"91","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Philanthropy (Cause-led)",252,331,"Meta Leads",2,13.567670720409,2021-11-30,2021-12-20,5,6.7838353602045,"Philanthropy",0,"Cause-led","V1","Climate"
"92","Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Philanthropy (Factual V3)",566,796,"Meta Leads",1,13.53,2021-12-23,2022-01-04,6,13.53,"Philanthropy",1,"Factual","V3 - sometimes Luke","Factual short"
"93","Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Lookalikes (Factual V3)",475,680,NA,NA,13.13,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Factual","V3 - sometimes Luke","Factual short"
"94","Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2872565799632641)","Philanthropy (Factual V2)",200,227,"Meta Leads",1,11.325348160466,2021-12-08,2021-12-20,2,11.325348160466,"Philanthropy",0,"Factual","V2 - factual shortened","Factual short"
"95","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (265751598880484)","Lookalikes (Cause-led V3)",479,500,"Meta Leads",1,10.53,2021-12-23,2022-01-04,4,10.53,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Poverty"
"96","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v (448955280029775)","Lookalikes (Cause-led V3)",555,571,"Meta Leads",1,9.88,2021-12-23,2022-01-04,2,9.88,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Animal"
"97","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Philanthropy (18-39)",399,592,"Meta Leads",2,9.56,2022-01-07,2022-01-17,2,4.78,"Philanthropy",1,"Hypercube","Video/creatives","Hypercube (factual)"
"98","Giving Guide 2021 – Cause-led V3","Animal Welfare (Cause-led V3)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Animal Welfare (Cause-led V3)",477,684,NA,NA,9.45,2021-12-23,2022-01-04,5,NA,"Animal",1,"Cause-led","V3 - sometimes Luke","Animal"
"99","Giving Guide 2021 – Factual","Lookalikes (Factual)","gg_factual_short.mp4 (1298714567312091)","Lookalikes (Factual)",143,149,"Meta Leads",1,9.32,2021-11-30,2021-12-08,1,9.32,"Lookalikes",0,"Factual","V1","Factual short"
"100","Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2872564422966112)","Climate Change (Factual V2)",182,213,"Meta Leads",1,9.0035536343476,2021-12-08,2021-12-20,1,9.0035536343476,"Climate",0,"Factual","V2 - factual shortened","Factual short"
"101","Giving Guide 2021 - Cause-led","Global Poverty (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021 (1084968595652443)","Global Poverty (Cause-led)",302,359,"Meta Leads",1,8.2771052324904,2021-11-30,2021-12-20,1,8.2771052324904,"Global Poverty",0,"Cause-led","V1","Poverty"
"102","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Philanthropy (18-39)",617,659,"Meta Leads",1,8.19,2022-01-07,2022-01-18,2,8.19,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Poverty"
"103","Giving Guide 2021 - Cause-led","Lookalikes (Cause-led)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Lookalikes (Cause-led)",139,146,"Meta Leads",1,8.0159270769743,2021-11-30,2021-12-20,2,8.0159270769743,"Lookalikes",0,"Cause-led","V1","Poverty"
"104","Giving Guide 2021 - Cause-led","Climate Change (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4 (241882167890419)","Climate Change (Cause-led)",165,244,NA,NA,7.8130985915493,2021-11-30,2021-12-20,NA,NA,"Climate",0,"Cause-led","V1","Climate"
"105","Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2872566226299265)","Animal Welfare (Factual V2)",177,196,NA,NA,7.7844217198195,2021-12-08,2021-12-20,1,NA,"Animal",0,"Factual","V2 - factual shortened","Factual short"
"106","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Philanthropy + Lookalikes (18-39)",441,478,"Meta Leads",1,7.48,2022-01-07,2022-01-17,1,7.48,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Climate"
"107","Giving Guide 2021 – Factual","Global Poverty (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Global Poverty (Factual)",133,166,"Meta Leads",1,7.39,2021-11-30,2021-12-08,2,7.39,"Global Poverty",0,"Factual","V1","Factual long"
"108","Giving Guide 2021 – Cause-led V3","Animal Welfare (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Animals.m4v (3000441363603721)","Animal Welfare (Cause-led V3)",417,423,NA,NA,6.22,2021-12-23,2022-01-04,NA,NA,"Animal",1,"Cause-led","V3 - sometimes Luke","Animal"
"109","Giving Guide 2021 – Factual","Animal Welfare (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Animal Welfare (Factual)",98,129,"Meta Leads",2,6.1887989910749,2021-11-30,2021-12-08,2,3.0943994955374,"Animal",0,"Factual","V1","Factual long"
"110","Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (894866064555487)","Philanthropy (Factual V2)",90,101,"Meta Leads",1,6.1509224231506,2021-12-08,2021-12-20,1,6.1509224231506,"Philanthropy",0,"Factual","V2 - factual shortened","Factual short"
"111","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892970160925538)","Climate Change (18-39)",185,264,NA,NA,6.04,2022-01-07,2022-01-17,1,NA,"Climate",1,"'Optimized' PPCo","Video/creatives","Factual short"
"112","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Philanthropy (Cause-led V3)",276,391,NA,NA,5.8343977110157,2021-12-23,2022-01-04,1,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Animal"
"113","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Climate Change (18-39)",240,369,"Meta Leads",2,5.77,2022-01-07,2022-01-17,3,2.885,"Climate",1,"Hypercube","Video/creatives","Hypercube (factual)"
"114","Giving Guide 2021 – Factual","Global Poverty (Factual)","gg_factual_short.mp4 (1298714567312091)","Global Poverty (Factual)",240,246,NA,NA,5.64,2021-11-30,2021-12-08,NA,NA,"Global Poverty",0,"Factual","V1","Factual short"
"115","Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2960025267645896)","Philanthropy (Factual V2)",113,126,"Meta Leads",1,5.5670378068778,2021-12-08,2021-12-20,1,5.5670378068778,"Philanthropy",0,"Factual","V2 - factual shortened","Factual short"
"116","Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2960025800979176)","Animal Welfare (Factual V2)",95,111,NA,NA,5.5545615626583,2021-12-08,2021-12-20,NA,NA,"Animal",0,"Factual","V2 - factual shortened","Factual short"
"117","Giving Guide 2021 - Cause-led","Global Poverty (Cause-led)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Global Poverty (Cause-led)",147,168,NA,NA,5.3281365808181,2021-11-30,2021-12-20,1,NA,"Global Poverty",0,"Cause-led","V1","Poverty"
"118","Giving Guide 2021 – Cause-led V3","Global Poverty (Cause-led V3)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Global Poverty (Cause-led V3)",504,568,NA,NA,5.22,2021-12-23,2022-01-04,1,NA,"Global Poverty",1,"Cause-led","V3 - sometimes Luke","Poverty"
"119","Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235565945256052)","Philanthropy (Factual V3)",538,578,"Meta Leads",1,5.04,2021-12-23,2022-01-04,4,5.04,"Philanthropy",1,"Factual","V3 - sometimes Luke","Factual short"
"120","Giving Guide 2021 – Cause-led V3","Animal Welfare (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_1 (1).mp4 (318096083501671)","Animal Welfare (Cause-led V3)",197,314,"Meta Leads",1,5.02,2021-12-23,2022-01-04,1,5.02,"Animal",1,"Cause-led","V3 - sometimes Luke","Animal"
"121","Giving Guide 2021 - Cause-led","Lookalikes (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4 (241964264548876)","Lookalikes (Cause-led)",85,86,NA,NA,5.003699798361,2021-11-30,2021-12-20,1,NA,"Lookalikes",0,"Cause-led","V1","Climate"
"122","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Climate Change (18-39)",186,278,"Meta Leads",1,4.87,2022-01-07,2022-01-17,3,4.87,"Climate",1,"'Optimized' PPCo","Video/creatives","Factual short"
"123","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","General Population (18-39)",244,343,NA,NA,4.79,2022-01-07,2022-01-17,1,NA,"General audience",1,"Hypercube","Video/creatives","Hypercube (factual)"
"124","Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (894866491222111)","Animal Welfare (Factual V2)",78,87,"Meta Leads",1,4.6304753714023,2021-12-08,2021-12-20,3,4.6304753714023,"Animal",0,"Factual","V2 - factual shortened","Factual short"
"125","Giving Guide 2021 – Cause-led V3","Animal Welfare (Cause-led V3)","cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v (448955280029775)","Animal Welfare (Cause-led V3)",271,315,NA,NA,4.54,2021-12-23,2022-01-04,NA,NA,"Animal",1,"Cause-led","V3 - sometimes Luke","Animal"
"126","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","General Population (18-39)",137,200,NA,NA,4.09,2022-01-07,2022-01-17,1,NA,"General audience",1,"'Optimized' PPCo","Video/creatives","Animal"
"127","Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2872564249632796)","Global Poverty (Factual V2)",71,79,NA,NA,4.0557793190168,2021-12-08,2021-12-20,1,NA,"Global Poverty",0,"Factual","V2 - factual shortened","Factual short"
"128","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Animal Welfare  + Lookalikes (18-39)",230,261,NA,NA,3.9,2022-01-07,2022-01-17,NA,NA,"Animal",1,"'Optimized' PPCo","Video/creatives","Factual short"
"129","Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2872565282966026)","Lookalikes (Factual V2)",87,90,NA,NA,3.8164984096252,2021-12-08,2021-12-20,1,NA,"Lookalikes",0,"Factual","V2 - factual shortened","Factual short"
"130","Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235565945256052)","Animal Welfare (Factual V3)",361,389,"Meta Leads",2,3.7802829341317,2021-12-23,2022-01-04,3,1.8901414670659,"Animal",1,"Factual","V3 - sometimes Luke","Factual short"
"131","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v (448955280029775)","Philanthropy (Cause-led V3)",149,194,NA,NA,3.7027910001301,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Animal"
"132","Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (894864751222285)","Climate Change (Factual V2)",77,85,"Meta Leads",1,3.6395211239067,2021-12-08,2021-12-20,1,3.6395211239067,"Climate",0,"Factual","V2 - factual shortened","Factual short"
"133","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Lookalikes (18-39)",225,237,NA,NA,3.59,2022-01-07,2022-01-17,1,NA,"Lookalikes",1,"'Optimized' PPCo","Video/creatives","Poverty"
"134","Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2960024004312689)","Climate Change (Factual V2)",86,93,NA,NA,3.3387342541623,2021-12-08,2021-12-20,NA,NA,"Climate",0,"Factual","V2 - factual shortened","Factual short"
"135","Giving Guide 2021 - Cause-led","Climate Change (Cause-led)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Climate Change (Cause-led)",77,108,NA,NA,3.2913052965681,2021-11-30,2021-12-20,2,NA,"Climate",0,"Cause-led","V1","Climate"
"136","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Retargeting (Cause-led)",44,92,"Meta Leads",1,3.0467967145791,2021-12-03,2021-12-20,3,3.0467967145791,"Retargeting",0,"Cause-led","V1","Animal"
"137","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892970210925533)","General Population (18-39)",145,189,NA,NA,2.99,2022-01-07,2022-01-17,NA,NA,"General audience",1,"'Optimized' PPCo","Video/creatives","Factual short"
"138","Giving Guide 2021 – Cause-led V3","Animal Welfare (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4 (797159631682687)","Animal Welfare (Cause-led V3)",196,311,NA,NA,2.85,2021-12-23,2022-01-04,NA,NA,"Animal",1,"Cause-led","V3 - sometimes Luke","Animal"
"139","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Global Poverty (18-39)",302,327,NA,NA,2.84,2022-01-07,2022-01-17,NA,NA,"Global Poverty",1,"'Optimized' PPCo","Video/creatives","Poverty"
"140","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Philanthropy (18-39)",100,121,NA,NA,2.7,2022-01-07,2022-01-18,NA,NA,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Factual short"
"141","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Animal Welfare (18-39)",91,146,"Meta Leads",1,2.5795893463497,2022-01-07,2022-01-17,2,2.5795893463497,"Animal",1,"'Optimized' PPCo","Video/creatives","Animal"
"142","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4 (797160248349292)","Philanthropy (Cause-led V3)",107,170,NA,NA,2.4518480946807,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Animal"
"143","Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235565945256052)","Climate Change (Factual V3)",298,314,NA,NA,2.45,2021-12-23,2022-01-04,NA,NA,"Climate",1,"Factual","V3 - sometimes Luke","Factual short"
"144","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892971130925441)","Philanthropy (18-39)",101,128,NA,NA,2.44,2022-01-07,2022-01-18,1,NA,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Factual short"
"145","Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2960025150979241)","Lookalikes (Factual V2)",44,50,NA,NA,2.3239570368322,2021-12-08,2021-12-20,1,NA,"Lookalikes",0,"Factual","V2 - factual shortened","Factual short"
"146","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Philanthropy (18-39)",77,94,NA,NA,2.32,2022-01-07,2022-01-18,1,NA,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Animal"
"147","Giving Guide 2021 - Cause-led","Lookalikes (Cause-led)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Lookalikes (Cause-led)",41,41,NA,NA,2.2916945076493,2021-11-30,2021-12-20,1,NA,"Lookalikes",0,"Cause-led","V1","Climate"
"148","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","General Population (18-39)",143,189,NA,NA,2.22,2022-01-07,2022-01-17,NA,NA,"General audience",1,"'Optimized' PPCo","Video/creatives","Factual short"
"149","Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Animal Welfare (Factual V3)",161,167,NA,NA,2.1901639221557,2021-12-23,2022-01-04,NA,NA,"Animal",1,"Factual","V3 - sometimes Luke","Factual short"
"150","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892971217592099)","Climate Change + Lookalikes (18-39)",60,71,NA,NA,2.1295008787346,2022-01-07,2022-01-17,NA,NA,"Climate",1,"'Optimized' PPCo","Video/creatives","Factual short"
"151","Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Global Poverty (Factual V3)",115,131,NA,NA,2.07,2021-12-23,2022-01-04,NA,NA,"Global Poverty",1,"Factual","V3 - sometimes Luke","Factual short"
