Campaign name,Ad Set Name,Age,Gender,Video,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),35-44,female,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4,14,16,1.142857143,,,,0.10,6.25,,,,0,0,7.14285714,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,unknown,ggwc_factual_final1 (1).mp4,1,1,1,,,,0.06,59.99167869,,,,0,0,59.99167869,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),35-44,female,"cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v",105,106,1.00952381,,,,2.15,20.28301887,,,,0,0,20.47619048,33,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),35-44,female,ggwc_emotional_set_1 (1).mp4,37,47,1.27027027,,,,0.94,20,,,,1,2.12765957,25.40540541,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),35-44,male,ggwc_emotional_set_2 (1).mp4,252,295,1.170634921,On-Facebook Leads,1,3.16,3.16,10.71186441,2,1.58,0.677966102,3,1.01694915,12.53968254,44,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),35-44,unknown,gg_factual_short.mp4,56,82,1.464285714,,,,0.79,9.63414634,,,,0,0,14.10714286,24,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,male,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,2,2,1,,,,0.01,5,,,,0,0,5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,2,2,1,,,,0.01,5,,,,0,0,5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,unknown,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",2,2,1,,,,0.00,0,,,,0,0,0,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),35-44,male,gg_factual_short.mp4,550,592,1.076363636,On-Facebook Leads,1,11.16,11.16,18.84998795,2,5.57959643,0.337837838,5,0.84459459,20.28944158,154,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),35-44,female,ggwc_emotional_set_3 (1).mp4,191,209,1.094240838,,,,3.20,15.31100478,1,3.2,0.4784689,1,0.4784689,16.7539267,48,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,male,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,1,1,1,,,,0.02,20,,,,0,0,20,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,male,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),35-44,female,gg_factual_short.mp4,2625,2993,1.140190476,On-Facebook Leads,7,8.79,61.51,20.551592,22,2.79595068,0.735048446,51,1.70397594,23.43272947,981,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),35-44,male,ggwc_emotional_set_3 (1).mp4,76,88,1.157894737,,,,0.96,10.90909091,,,,0,0,12.63157895,22,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),35-44,female,Auto_Cropped_AR_4_X_5_DCO_V4_ggwc_factual_final1 (1).mp4,1,1,1,,,,0.01,9.99805976,,,,0,0,9.99805976,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),35-44,female,gg_factual_short.mp4,38,48,1.263157895,,,,0.39,8.125,,,,0,0,10.26315789,10,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),35-44,female,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,1710,1979,1.157309942,On-Facebook Leads,3,10.12,30.37,15.34613441,7,4.33857143,0.353713997,16,0.80848914,17.76023392,533,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),35-44,male,ggwc_factual_final1 (1).mp4,3,4,1.333333333,,,,0.02,4.99902988,,,,0,0,6.66537317,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),35-44,unknown,gg_factual_short.mp4,5,5,1,,,,0.09,17.99650757,,,,0,0,17.99650757,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),35-44,male,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,502,613,1.221115538,,,,9.44,15.39967374,4,2.36,0.652528548,5,0.81566069,18.80478088,147,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),35-44,female,ggwc_emotional_set_1 (1).mp4,318,383,1.204402516,On-Facebook Leads,1,7.17,7.17,18.72062663,2,3.585,0.522193211,9,2.34986945,22.54716981,55,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),35-44,female,ggwc_emotional_set_2 (1).mp4,263,311,1.182509506,,,,6.64,21.35048232,2,3.32,0.643086817,3,0.96463023,25.24714829,80,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),35-44,unknown,ggwc_emotional_set_1 (1).mp4,40,52,1.3,On-Facebook Leads,1,0.54,0.54,10.38461538,,,,1,1.92307692,13.5,8,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),35-44,female,ggwc_factual_final1 (1).mp4,12,14,1.166666667,On-Facebook Leads,1,0.69,0.69,49.27615167,1,0.68986612,7.142857143,3,21.42857143,57.48884362,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),35-44,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,38,48,1.263157895,,,,0.63,13.125,,,,0,0,16.57894737,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),35-44,unknown,"cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v",4,4,1,,,,0.01,2.50188581,,,,0,0,2.50188581,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Retargeting (Factual),45-54,female,ggwc_factual_final1 (1).mp4,2,7,3.5,,,,0.20,28.57142857,1,0.2,14.28571429,1,14.28571429,100,2,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),45-54,female,ggwc_emotional_set_3 (1).mp4,117,129,1.102564103,,,,3.01,23.35508705,,,,1,0.7751938,25.75048059,35,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,unknown,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,unknown,gg_factual_short.mp4,56,56,1,,,,1.11,19.81768502,,,,1,1.78571429,19.81768502,10,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,unknown,ggwc_emotional_set_1 (1).mp4,14,26,1.857142857,,,,0.52,20.07885093,1,0.52205012,3.846153846,3,11.53846154,37.28929458,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,female,gg_factual_short.mp4,217,263,1.211981567,,,,7.41,28.15714224,1,7.40532841,0.380228137,2,0.76045627,34.12593737,75,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,male,gg_factual_short.mp4,298,382,1.281879195,,,,7.03,18.40846934,1,7.03203529,0.261780105,2,0.52356021,23.59743385,87,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,unknown,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4,13,21,1.615384615,,,,0.63,30.11827639,1,0.6324838,4.761904762,1,4.76190476,48.65260032,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),45-54,female,ggwc_emotional_set_1 (1).mp4,631,940,1.489698891,On-Facebook Leads,2,18.62,37.25,39.62588052,3,12.41610923,0.319148936,18,1.91489362,59.03063025,182,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,female,gg_factual_short.mp4,1639,2035,1.241610738,On-Facebook Leads,4,12.59,50.36,24.74904392,17,2.96260614,0.835380835,33,1.62162162,30.72867869,677,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),45-54,male,ggwc_factual_final1 (1).mp4,27,31,1.148148148,,,,1.00,32.25806452,,,,0,0,37.03703704,6,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),45-54,female,ggwc_factual_final1 (1).mp4,28,30,1.071428571,,,,3.50,116.6666667,,,,0,0,125,6,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Global Poverty (Emotional),45-54,male,ggwc_emotional_set_3 (1).mp4,9,11,1.222222222,,,,0.22,19.99300781,,,,0,0,24.43589843,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,unknown,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),45-54,female,gg_factual_short.mp4,16,19,1.1875,,,,0.79,41.57894737,,,,0,0,49.375,2,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,male,gg_factual_short.mp4,32,42,1.3125,,,,0.88,20.89864965,,,,0,0,27.42947767,8,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,2,2,1,,,,0.22,110.7367376,,,,1,50,110.7367376,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),45-54,male,gg_factual_short.mp4,5,5,1,,,,0.11,22,,,,0,0,22,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,3,3,1,,,,0.04,13.42263486,,,,0,0,13.42263486,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,4,4,1,,,,0.03,7.55023211,,,,0,0,7.55023211,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),45-54,female,ggwc_factual_final1 (1).mp4,3,3,1,,,,0.04,13.33333333,,,,0,0,13.33333333,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),45-54,unknown,ggwc_factual_final1 (1).mp4,2,2,1,,,,0.08,40,,,,0,0,40,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),45-54,male,ggwc_factual_final1 (1).mp4,1,1,1,,,,0.03,30,,,,0,0,30,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),45-54,unknown,gg_factual_short.mp4,1,1,1,,,,0.01,10,,,,0,0,10,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,unknown,gg_factual_short.mp4,13,14,1.076923077,,,,0.20,14.38139449,,,,0,0,15.4876556,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,12,14,1.166666667,,,,0.82,58.24464768,,,,0,0,67.95208896,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,15,15,1,,,,1.25,83.22033611,,,,1,6.66666667,83.22033611,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,female,ggwc_factual_final1 (1).mp4,722,946,1.310249307,,,,37.85,40.01559117,4,9.46368731,0.422832981,15,1.58562368,52.43040062,185,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,male,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4,30,40,1.333333333,On-Facebook Leads,1,1.28,1.28,31.87517584,1,1.27500703,2.5,2,5,42.50023446,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,male,ggwc_emotional_set_1 (1).mp4,48,64,1.333333333,,,,1.69,26.35349184,,,,1,1.5625,35.13798912,16,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),45-54,female,ggwc_emotional_set_3 (1).mp4,2269,2654,1.169678272,On-Facebook Leads,7,9.75,68.22,25.70458769,18,3.78999865,0.678221552,46,1.73323286,30.06609772,950,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Global Poverty (Emotional),45-54,male,Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021,15,22,1.466666667,,,,0.41,18.62984818,,,,1,4.54545455,27.32377734,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),45-54,male,gg_factual_short.mp4,56,60,1.071428571,,,,1.29,21.42808559,,,,1,1.66666667,22.95866314,14,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),45-54,unknown,gg_factual_short.mp4,52,88,1.692307692,On-Facebook Leads,2,1.04,2.09,23.74134483,2,1.04461917,2.272727273,5,5.68181818,40.17766049,25,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),45-54,female,ggwc_factual_final1 (1).mp4,536,694,1.294776119,On-Facebook Leads,1,28.73,28.73,41.3964302,4,7.18228064,0.576368876,11,1.58501441,53.59910925,128,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),45-54,male,ggwc_factual_final1 (1).mp4,224,272,1.214285714,,,,7.30,26.83741563,1,7.29977705,0.367647059,2,0.73529412,32.58829041,42,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),45-54,male,gg_factual_short.mp4,305,343,1.124590164,,,,8.34,24.30572756,1,8.33686455,0.29154519,2,0.58309038,27.33398214,103,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),45-54,female,gg_factual_short.mp4,84,90,1.071428571,,,,2.94,32.665669,,,,0,0,34.99893107,16,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),45-54,female,gg_factual_short.mp4,631,704,1.115689382,On-Facebook Leads,2,9.67,19.35,27.47946524,5,3.86910871,0.710227273,16,2.27272727,30.65854758,184,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),45-54,female,ggwc_factual_final1 (1).mp4,39,61,1.564102564,,,,1.24,20.32724802,2,0.61998106,3.278688525,2,3.27868852,31.79390075,8,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),45-54,female,gg_factual_short.mp4,2507,2848,1.136019146,On-Facebook Leads,7,11.24,78.70,27.63272208,17,4.62929368,0.596910112,56,1.96629213,31.39130135,968,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),45-54,male,gg_factual_short.mp4,25,28,1.12,,,,1.28,45.71288956,,,,0,0,51.19843631,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),45-54,unknown,ggwc_factual_final1 (1).mp4,22,26,1.181818182,,,,0.54,20.76859646,,,,0,0,24.54470491,9,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,unknown,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,1,1,1,,,,0.02,20.17800656,,,,0,0,20.17800656,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,unknown,ggwc_emotional_set_1 (1).mp4,127,127,1,On-Facebook Leads,1,3.32,3.32,26.16574668,2,1.66152491,1.57480315,7,5.51181102,26.16574668,57,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),45-54,male,ggwc_factual_final1 (1).mp4,7,8,1.142857143,,,,0.33,41.24874019,,,,0,0,47.14141736,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,2,2,1,,,,0.03,15.13350492,,,,0,0,15.13350492,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),45-54,unknown,ggwc_factual_final1 (1).mp4,1,2,2,,,,0.01,4.9998473,,,,0,0,9.99969459,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),45-54,male,ggwc_emotional_set_2 (1).mp4,53,76,1.433962264,,,,0.99,13.03148394,,,,2,2.63157895,18.68665621,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,5,5,1,,,,0.07,14.12460459,,,,0,0,14.12460459,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,female,ggwc_emotional_set_1 (1).mp4,615,914,1.486178862,On-Facebook Leads,6,4.84,29.02,31.75490045,12,2.41866492,1.312910284,44,4.81400438,47.19346181,172,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,7,8,1.142857143,,,,0.46,58.01176887,,,,0,0,66.29916442,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,female,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4,562,743,1.322064057,,,,19.86,26.72676119,2,9.92899178,0.269179004,26,3.49932705,35.33449033,156,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,male,ggwc_emotional_set_1 (1).mp4,579,700,1.208981002,On-Facebook Leads,3,7.37,22.12,31.59550614,4,5.52921357,0.571428571,13,1.85714286,38.19836666,206,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,5,10,2,,,,0.12,12.10680394,,,,0,0,24.21360787,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),45-54,unknown,gg_factual_short.mp4,10,11,1.1,,,,0.23,21.09518868,,,,0,0,23.20470755,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,male,ggwc_factual_final1 (1).mp4,364,458,1.258241758,On-Facebook Leads,2,6.47,12.95,28.27118774,3,4.31606799,0.655021834,11,2.40174672,35.57198896,77,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,37,42,1.135135135,On-Facebook Leads,1,2.10,2.10,50.09519081,1,2.10399801,2.380952381,2,4.76190476,56.86481118,7,,,,2021-11-01,2022-01-20
