Campaign name,Ad Set Name,Age,Gender,Text,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",13,14,1.076923077,,,,0.29,20.71428571,,,,0,0,22.30769231,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",8,8,1,,,,0.27,33.75,,,,0,0,33.75,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Retargeting (Factual V3),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",1,1,1,,,,0.02,20,,,,0,0,20,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Retargeting (Factual V3),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",2,2,1,,,,0.05,25,,,,0,0,25,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Retargeting (Factual V3),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",2,3,1.5,,,,0.03,10,,,,0,0,15,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",9,9,1,,,,0.48,53.33333333,,,,0,0,53.33333333,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,100,104,1.04,,,,1.44,13.84615385,,,,0,0,14.4,26,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",6,7,1.166666667,,,,0.12,17.18782113,,,,0,0,20.05245798,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",3,3,1,,,,0.05,16.66666667,,,,0,0,16.66666667,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",21,23,1.095238095,,,,0.93,40.43478261,,,,0,0,44.28571429,4,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",12,17,1.416666667,,,,0.54,31.76470588,,,,0,0,45,4,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",16,17,1.0625,,,,0.32,18.87290163,,,,0,0,20.05245798,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",1792,2291,1.278459821,On-Facebook Leads,4,9.11,36.43,15.90135312,12,3.03583333,0.523788739,30,1.30947185,20.32924107,504,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,10,10,1,,,,0.31,31,,,,0,0,31,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",67,68,1.014925373,,,,1.24,18.28312346,1,1.24325239,1.470588235,2,2.94117647,18.55600589,25,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,4,4,1,,,,0.16,40,,,,0,0,40,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,369,388,1.051490515,,,,4.63,11.93298969,,,,0,0,12.54742547,114,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,4,4,1,,,,0.06,15,,,,0,0,15,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,4,6,1.5,,,,0.02,3.33333333,,,,0,0,5,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,35,35,1,,,,0.68,19.42857143,,,,1,2.85714286,19.42857143,6,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",10,10,1,,,,0.10,10,,,,0,0,10,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,10,10,1,,,,0.12,12,,,,0,0,12,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",48,48,1,,,,0.75,15.6659828,,,,0,0,15.6659828,9,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",133,140,1.052631579,On-Facebook Leads,1,1.20,1.20,8.57142857,2,0.6,1.428571429,5,3.57142857,9.02255639,40,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",10,13,1.3,,,,0.08,6.15384615,,,,0,0,8,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",10,12,1.2,,,,0.16,13.33333333,,,,0,0,16,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,31,34,1.096774194,,,,0.35,10.29411765,,,,0,0,11.29032258,8,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,9,10,1.111111111,,,,0.08,8,,,,0,0,8.88888889,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,14,15,1.071428571,,,,0.10,6.66666667,,,,0,0,7.14285714,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,128,131,1.0234375,,,,1.74,13.28244275,1,1.74,0.763358779,1,0.76335878,13.59375,33,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,397,416,1.047858942,,,,5.06,12.16346154,,,,4,0.96153846,12.74559194,114,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",131,143,1.091603053,,,,1.38,9.65034965,1,1.38,0.699300699,3,2.0979021,10.53435115,27,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",361,383,1.060941828,,,,5.23,13.65535248,1,5.23,0.261096606,4,1.04438642,14.48753463,96,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",37,37,1,,,,0.50,13.51351351,,,,0,0,13.51351351,5,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",36,38,1.055555556,,,,0.66,17.36842105,,,,0,0,18.33333333,5,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",374,394,1.053475936,On-Facebook Leads,1,3.86,3.86,9.79695431,4,0.965,1.015228426,9,2.28426396,10.32085561,108,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Lookalikes (Factual),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",16,16,1,,,,1.70,106.25,,,,0,0,106.25,2,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",41,44,1.073170732,,,,0.55,12.5,,,,0,0,13.41463415,16,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty + Lookalikes (18-39),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,99,108,1.090909091,,,,1.87,17.31481481,,,,0,0,18.88888889,23,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",317,348,1.097791798,,,,5.91,16.96968068,,,,0,0,18.62917626,65,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",10,10,1,,,,0.08,8,,,,0,0,8,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",366,379,1.035519126,On-Facebook Leads,2,3.75,7.51,19.81436811,2,3.75482276,0.527704485,9,2.37467018,20.51815714,116,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Animal Welfare (Factual V3),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",1260,1324,1.050793651,On-Facebook Leads,3,5.83,17.49,13.21095856,8,2.18641364,0.604229607,17,1.28398792,13.88199137,367,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",49,49,1,,,,0.49,10,,,,0,0,10,11,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,155,158,1.019354839,,,,1.61,10.18987342,,,,0,0,10.38709677,37,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,60,60,1,,,,0.57,9.5,,,,0,0,9.5,12,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,27,29,1.074074074,,,,0.55,18.96107307,,,,0,0,20.365597,5,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",38,41,1.078947368,,,,0.45,10.97303785,,,,0,0,11.83933031,8,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",603,658,1.091210614,,,,8.26,12.55319149,,,,7,1.06382979,13.69817579,188,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",2,3,1.5,,,,0.03,10,,,,0,0,15,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,28,30,1.071428571,,,,0.31,10.33333333,,,,0,0,11.07142857,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",74,96,1.297297297,,,,1.10,11.45833333,,,,3,3.125,14.86486486,18,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,unknown,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",10,10,1,,,,0.14,14,,,,2,20,14,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,male,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",66,67,1.015151515,,,,0.78,11.64179104,,,,1,1.49253731,11.81818182,14,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",189,218,1.153439153,,,,1.86,8.53211009,,,,2,0.91743119,9.84126984,45,,,,2021-11-01,2022-01-20
